task_id	name	status	exit	time	realtime
48	run_methods (method: em; grid row: 5)	COMPLETED	0	4m 20s	6s
61	run_methods (method: thresholding; grid row: 2)	COMPLETED	0	1m 50s	1s
63	run_methods (method: thresholding; grid row: 4)	COMPLETED	0	1m 50s	2s
65	run_methods (method: thresholding; grid row: 4)	COMPLETED	0	1m 50s	1s
52	run_methods (method: em; grid row: 5)	COMPLETED	0	4m 20s	6s
67	run_methods (method: thresholding; grid row: 4)	COMPLETED	0	1m 50s	2s
60	run_methods (method: em; grid row: 2)	COMPLETED	0	4m 20s	8s
54	run_methods (method: em; grid row: 2)	COMPLETED	0	4m 20s	9s
56	run_methods (method: em; grid row: 2)	COMPLETED	0	4m 20s	9s
69	run_methods (method: thresholding; grid row: 4)	COMPLETED	0	1m 50s	1s
62	run_methods (method: em; grid row: 2)	COMPLETED	0	4m 20s	9s
58	run_methods (method: em; grid row: 2)	COMPLETED	0	4m 20s	9s
64	run_methods (method: em; grid row: 4)	COMPLETED	0	4m 20s	7s
71	run_methods (method: thresholding; grid row: 4)	COMPLETED	0	1m 50s	2s
77	run_methods (method: thresholding; grid row: 7)	COMPLETED	0	1m 50s	1s
73	run_methods (method: thresholding; grid row: 7)	COMPLETED	0	1m 50s	2s
66	run_methods (method: em; grid row: 4)	COMPLETED	0	4m 20s	7s
75	run_methods (method: thresholding; grid row: 7)	COMPLETED	0	1m 50s	1s
68	run_methods (method: em; grid row: 4)	COMPLETED	0	4m 20s	7s
72	run_methods (method: em; grid row: 4)	COMPLETED	0	4m 20s	7s
70	run_methods (method: em; grid row: 4)	COMPLETED	0	4m 20s	7s
79	run_methods (method: thresholding; grid row: 7)	COMPLETED	0	1m 50s	2s
80	run_methods (method: em; grid row: 7)	COMPLETED	0	4m 20s	6s
50	run_methods (method: em; grid row: 5)	COMPLETED	0	4m 20s	7s
82	run_methods (method: thresholding; grid row: 7)	COMPLETED	0	1m 50s	1s
81	run_methods (method: em; grid row: 7)	COMPLETED	0	4m 20s	6s
83	run_methods (method: thresholding; grid row: 3)	COMPLETED	0	1m 50s	1s
74	run_methods (method: em; grid row: 7)	COMPLETED	0	4m 20s	6s
87	run_methods (method: thresholding; grid row: 3)	COMPLETED	0	1m 50s	2s
89	run_methods (method: thresholding; grid row: 3)	COMPLETED	0	1m 50s	1s
78	run_methods (method: em; grid row: 7)	COMPLETED	0	4m 20s	6s
76	run_methods (method: em; grid row: 7)	COMPLETED	0	4m 20s	6s
93	run_methods (method: thresholding; grid row: 8)	COMPLETED	0	1m 50s	1s
91	run_methods (method: thresholding; grid row: 3)	COMPLETED	0	1m 50s	2s
97	run_methods (method: thresholding; grid row: 8)	COMPLETED	0	1m 50s	2s
86	run_methods (method: thresholding; grid row: 3)	COMPLETED	0	1m 50s	1s
95	run_methods (method: thresholding; grid row: 8)	COMPLETED	0	1m 50s	1s
85	run_methods (method: em; grid row: 3)	COMPLETED	0	4m 20s	8s
90	run_methods (method: em; grid row: 3)	COMPLETED	0	4m 20s	8s
84	run_methods (method: em; grid row: 3)	COMPLETED	0	4m 20s	8s
88	run_methods (method: em; grid row: 3)	COMPLETED	0	4m 20s	8s
99	run_methods (method: thresholding; grid row: 8)	COMPLETED	0	1m 50s	1s
101	run_methods (method: thresholding; grid row: 8)	COMPLETED	0	1m 50s	1s
92	run_methods (method: em; grid row: 3)	COMPLETED	0	4m 20s	8s
96	run_methods (method: em; grid row: 8)	COMPLETED	0	4m 20s	6s
103	run_methods (method: thresholding; grid row: 1)	COMPLETED	0	1m 50s	1s
94	run_methods (method: em; grid row: 8)	COMPLETED	0	4m 20s	7s
98	run_methods (method: em; grid row: 8)	COMPLETED	0	4m 20s	6s
107	run_methods (method: thresholding; grid row: 1)	COMPLETED	0	1m 50s	2s
106	run_methods (method: thresholding; grid row: 1)	COMPLETED	0	1m 50s	2s
109	run_methods (method: thresholding; grid row: 1)	COMPLETED	0	1m 50s	1s
100	run_methods (method: em; grid row: 8)	COMPLETED	0	4m 20s	6s
111	run_methods (method: thresholding; grid row: 1)	COMPLETED	0	1m 50s	1s
113	run_methods (method: thresholding; grid row: 9)	COMPLETED	0	1m 50s	1s
115	run_methods (method: thresholding; grid row: 9)	COMPLETED	0	1m 50s	2s
110	run_methods (method: em; grid row: 1)	COMPLETED	0	4m 20s	7s
117	run_methods (method: thresholding; grid row: 9)	COMPLETED	0	1m 50s	1s
119	run_methods (method: thresholding; grid row: 9)	COMPLETED	0	1m 50s	1s
104	run_methods (method: em; grid row: 1)	COMPLETED	0	4m 20s	10s
